sender_domain,domain_length,special_chars_in_domain,is_secure,hyperlink_count,blank_subject,contains_suspicious_keyword,has_attachment,contains_suspicious_keyword_body,urgent_tone,label
Paypal.com>,11,2,False,4,False,True,False,False,False,phishing
Paypal.com>,11,2,False,4,False,True,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
winners.winningdaily.com>,25,3,False,0,False,False,False,False,False,phishing
paypal.com>,11,2,False,27,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,True,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,True,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
ebay.com>,9,2,False,13,False,True,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
lasallebank.com,15,1,False,1,False,False,False,False,False,phishing
intl.paypal.com>,16,3,False,3,False,False,False,False,False,phishing
ebay.com>,9,2,False,2,False,False,False,False,False,phishing
paypal.com,10,1,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
email.paypal.com>,17,3,False,2,False,False,False,False,False,phishing
PayPal.com>,11,2,False,4,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
paypal.com,10,1,False,4,False,True,False,False,False,phishing
eBay.com>,9,2,False,1,False,False,False,False,False,phishing
paypal.com,10,1,False,4,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
creditunion1.org>,17,2,False,1,False,False,False,False,False,phishing
creditunion1.org>,17,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com,10,1,False,2,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,True,False,False,False,phishing
deutschepbag.net>,17,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
eBay.com,8,1,False,5,False,False,False,False,False,phishing
ncua.gov>,9,2,False,18,False,False,False,False,False,phishing
ebay.com>,9,2,False,11,False,False,False,False,False,phishing
service.com>,12,2,False,4,False,False,False,False,False,phishing
paypal.com>,11,2,False,5,False,False,False,False,False,phishing
paypal.com>,11,2,False,0,False,False,False,False,False,phishing
logyka.com>,11,2,False,0,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
goldenmail.ru>,14,2,False,4,False,False,False,False,False,phishing
eBay.com,8,1,False,5,False,False,False,False,False,phishing
paypal.com>,11,2,False,4,False,False,False,False,False,phishing
ebay.com>,9,2,False,2,False,False,False,False,False,phishing
ncua.gov>,9,2,False,1,False,False,False,False,False,phishing
afbbank.com>,12,2,False,1,False,False,False,False,False,phishing
chase.com>,10,2,False,3,False,False,False,False,False,phishing
southstrustsonlinebanking.com,29,1,False,0,False,False,False,False,False,phishing
chase.com>,10,2,False,3,False,False,False,False,False,phishing
ebay.com,8,1,False,7,False,True,False,False,False,phishing
ebay.com>,9,2,False,7,False,False,False,False,False,phishing
reply3.ebay.com>,16,3,False,8,False,False,False,False,False,phishing
amazon.com,10,1,False,1,False,False,False,False,False,phishing
chase.com>,10,2,False,1,False,False,False,False,False,phishing
eBay.com>,9,2,False,14,False,True,False,False,False,phishing
ncua.gov>,9,2,False,18,False,False,False,False,False,phishing
paypal.com,10,1,False,3,False,True,False,False,False,phishing
eBay.com>,9,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
chase.com>,10,2,False,1,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,7,False,True,False,False,False,phishing
paypal.com,10,1,False,2,False,False,False,False,False,phishing
ebay-users.com>,15,3,False,7,False,False,False,False,False,phishing
deutsche-bank.de>,17,3,False,1,False,False,False,False,False,phishing
winners.winningdaily.com>,25,3,False,0,False,False,False,False,False,phishing
email.paypal.com>,17,3,False,2,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,51,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
postbankde.com>,15,2,False,1,False,False,False,False,False,phishing
netscape.net>,13,2,False,0,False,False,False,False,False,phishing
ebay.com,8,1,False,4,False,False,False,False,False,phishing
paypal.com>,11,2,False,4,False,True,False,False,False,phishing
empal.com,9,1,False,0,False,False,False,False,False,phishing
postbankde.com>,15,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
saugusbank.com>,15,2,False,2,False,False,False,False,False,phishing
paypal.com>,11,2,False,5,False,False,False,False,False,phishing
amazon.com>,11,2,False,1,False,False,False,False,False,phishing
email.paypal.com,16,2,False,1,False,False,False,False,False,phishing
postbankde.com>,15,2,False,1,False,False,False,False,False,phishing
postbankde.com>,15,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,5,False,False,False,False,False,phishing
eBay.com>,9,2,False,15,False,False,False,False,False,phishing
service.paypal.com,18,2,False,2,False,False,False,False,False,phishing
eBay.com>,9,2,False,2,False,False,False,False,False,phishing
ncua.gov>,9,2,False,19,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,True,False,False,False,phishing
southtrust.com,14,1,False,0,False,False,False,False,False,phishing
amazon.com>,11,2,False,0,False,False,False,False,False,phishing
southtrust.com,14,1,False,0,False,False,False,False,False,phishing
cuna.org>,9,2,False,2,False,False,False,False,False,phishing
cuna.org>,9,2,False,2,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
ebay.com>,9,2,False,5,False,False,False,False,False,phishing
email.paypal.com>,17,3,False,2,False,False,False,False,False,phishing
comfedbank.com,14,1,False,0,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
ebay.com,8,1,False,5,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
comfedbank.com,14,1,False,0,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,True,False,False,False,phishing
amazon.com>,11,2,False,0,False,False,False,False,False,phishing
colonialbank.com,16,1,False,1,False,False,False,False,False,phishing
deutsche-bank.de>,17,3,False,1,False,False,False,False,False,phishing
amazon.com>,11,2,False,1,False,False,False,False,False,phishing
amazon.com>,11,2,False,0,False,False,False,False,False,phishing
amazon.com>,11,2,False,1,False,False,False,False,False,phishing
eBay.com,8,1,False,2,False,False,False,False,False,phishing
amazon.com>,11,2,False,0,False,False,False,False,False,phishing
amazon.com>,11,2,False,0,False,False,False,False,False,phishing
paypal.com>,11,2,False,4,False,False,False,False,False,phishing
eBay.com,8,1,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,5,False,True,False,False,False,phishing
emai.paypal.com>,16,3,False,6,False,False,False,False,False,phishing
paypal.com>,11,2,False,6,False,False,False,False,False,phishing
amazon.com>,11,2,False,1,False,False,False,False,False,phishing
amazon.com>,11,2,False,1,False,False,False,False,False,phishing
amazon.com>,11,2,False,0,False,False,False,False,False,phishing
southtrust.com>,15,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
ebay.com,8,1,False,6,False,False,False,False,False,phishing
fultonbank.com>,15,2,False,1,False,False,False,False,False,phishing
fultonbank.com>,15,2,False,1,False,False,False,False,False,phishing
amazon.com,10,1,False,2,False,False,False,False,False,phishing
amazon.com>,11,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,5,False,False,False,False,False,phishing
paypal.com,10,1,False,1,False,False,False,False,False,phishing
paypal.com,10,1,False,5,False,False,False,False,False,phishing
paypal.com>,11,2,False,5,False,False,False,False,False,phishing
postbank.de>,12,2,False,1,False,False,False,False,False,phishing
eBay.com,8,1,False,2,False,False,False,False,False,phishing
paypal.com>,11,2,False,4,False,False,False,False,False,phishing
tinkerfcu.org>,14,2,False,2,False,False,False,False,False,phishing
colonialbank.com,16,1,False,1,False,False,False,False,False,phishing
eBay.com,8,1,False,1,False,False,False,False,False,phishing
postbank.de>,12,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,5,False,False,False,False,False,phishing
amazon.com,10,1,False,1,False,False,False,False,False,phishing
cuna.org>,9,2,False,1,False,False,False,False,False,phishing
cuna.org>,9,2,False,1,False,False,False,False,False,phishing
intl.paypal.com>,16,3,False,2,False,True,False,False,False,phishing
ncua.gov>,9,2,False,18,False,False,False,False,False,phishing
amazon.com,10,1,False,1,False,False,False,False,False,phishing
postbank.de>,12,2,False,2,False,False,False,False,False,phishing
interstatebank.com>,19,2,False,1,False,False,False,False,False,phishing
postbank.de>,12,2,False,2,False,False,False,False,False,phishing
paypal.com>,11,2,False,2,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
postbank.de>,12,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
postbank.de>,12,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,7,False,False,False,False,False,phishing
bf-front-off.com>,17,4,False,2,False,False,False,False,False,phishing
ebay.com>,9,2,False,12,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
ncua.gov>,9,2,False,18,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
amazon.com>,11,2,False,3,False,False,False,False,False,phishing
reply688.ebay.com>,18,3,False,2,False,False,False,False,False,phishing
chase.com,9,1,False,1,False,False,False,False,False,phishing
eBay.com,8,1,False,1,False,False,False,False,False,phishing
cuna.org>,9,2,False,1,False,False,False,False,False,phishing
ncua.gov>,9,2,False,18,False,False,False,False,False,phishing
cuna.org>,9,2,False,1,False,False,False,False,False,phishing
cuna.org>,9,2,False,1,False,False,False,False,False,phishing
cuna.org>,9,2,False,1,False,False,False,False,False,phishing
cuna.org>,9,2,False,1,False,False,False,False,False,phishing
chase.com,9,1,False,1,False,False,False,False,False,phishing
chase.com,9,1,False,1,False,True,False,False,False,phishing
cuna.org>,9,2,False,1,False,False,False,False,False,phishing
chase.com,9,1,False,1,False,True,False,False,False,phishing
cuna.org>,9,2,False,1,False,False,False,False,False,phishing
cuna.org>,9,2,False,1,False,False,False,False,False,phishing
ncua.gov>,9,2,False,18,False,False,False,False,False,phishing
paypal.com>,11,2,False,5,False,False,False,False,False,phishing
amazon.com>,11,2,False,3,False,False,False,False,False,phishing
amazon.com>,11,2,False,3,False,False,False,False,False,phishing
postbank.de>,12,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,7,False,False,False,False,False,phishing
reply3.ebay.com>,16,3,False,14,False,False,False,False,False,phishing
email.paypal.com>,17,3,False,2,False,False,False,False,False,phishing
amazon.com>,11,2,False,1,False,True,False,False,False,phishing
amazon.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com,10,1,False,7,False,False,False,False,False,phishing
ncua.gov>,9,2,False,18,False,False,False,False,False,phishing
paypal.com,10,1,False,7,False,False,False,False,False,phishing
Firstmerit.com,14,1,False,0,False,False,False,False,False,phishing
Firstmerit.com,14,1,False,0,False,False,False,False,False,phishing
amazon.com,10,1,False,1,False,False,False,False,False,phishing
amazon.com,10,1,False,2,False,True,False,False,False,phishing
ebay.com>,9,2,False,13,False,False,False,False,False,phishing
ncua.gov>,9,2,False,1,False,False,False,False,False,phishing
ncua.gov>,9,2,False,1,False,False,False,False,False,phishing
ncua.gov>,9,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
ncua.gov>,9,2,False,18,False,False,False,False,False,phishing
wellsfargo.com>,15,2,False,1,False,True,False,False,False,phishing
vr-web.net>,11,3,False,1,False,False,False,False,False,phishing
comfedbank.com>,15,2,False,1,False,False,False,False,False,phishing
paypaI.com,10,1,False,7,False,False,False,False,False,phishing
tib.com>,8,2,False,1,False,False,False,False,False,phishing
amazon.com>,11,2,False,3,False,True,False,False,False,phishing
amazon.com,10,1,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,12,False,False,False,False,False,phishing
amazon.com>,11,2,False,3,False,True,False,False,False,phishing
ebay.com>,9,2,False,5,False,False,False,False,False,phishing
ncua.gov>,9,2,False,18,False,False,False,False,False,phishing
amazon.com,10,1,False,2,False,True,False,False,False,phishing
amazon.com,10,1,False,3,False,False,False,False,False,phishing
ebay.com>,9,2,False,13,False,False,False,False,False,phishing
eBay.com>,9,2,False,20,False,False,False,False,False,phishing
comfedbank.com>,15,2,False,1,False,False,False,False,False,phishing
comfedbank.com>,15,2,False,1,False,False,False,False,False,phishing
skyfi.com>,10,2,False,1,False,False,False,False,False,phishing
firstmerit.com>,15,2,False,1,False,False,False,False,False,phishing
eBay.com,8,1,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,12,False,True,False,False,False,phishing
ncua.gov>,9,2,False,18,False,False,False,False,False,phishing
eBay.com,8,1,False,0,False,False,False,False,False,phishing
paypal.com,10,1,False,2,False,False,False,False,False,phishing
amazon.com>,11,2,False,1,False,False,False,False,False,phishing
cuna.org>,9,2,False,1,False,False,False,False,False,phishing
ncua.gov>,9,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,5,False,False,False,False,False,phishing
creditunion.com>,16,2,False,2,False,False,False,False,False,phishing
eBay.com>,9,2,False,2,False,False,False,False,False,phishing
amazon.com,10,1,False,3,False,False,False,False,False,phishing
ncua.gov>,9,2,False,1,False,True,False,False,False,phishing
ncua.gov>,9,2,False,18,False,False,False,False,False,phishing
ncua.gov>,9,2,False,1,False,True,False,False,False,phishing
creditunion.com>,16,2,False,2,False,False,False,False,False,phishing
ncua.gov>,9,2,False,1,False,False,False,False,False,phishing
ncua.gov>,9,2,False,1,False,False,False,False,False,phishing
cuna.org>,9,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
eBay.com>,9,2,False,2,False,True,False,False,False,phishing
tiscali.fr>,11,2,False,2,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
02.ebay.com>,12,3,False,2,False,True,False,False,False,phishing
eBay.com,8,1,False,2,False,False,False,False,False,phishing
paypal.com>,11,2,False,6,False,False,False,False,False,phishing
02.ebay.com>,12,3,False,2,False,True,False,False,False,phishing
02.ebay.com>,12,3,False,2,False,True,False,False,False,phishing
amazon.com>,11,2,False,3,False,False,False,False,False,phishing
amazon.com>,11,2,False,1,False,False,False,False,False,phishing
email.paypal.com,16,2,False,2,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,5,False,False,False,False,False,phishing
chase.com>,10,2,False,2,False,False,False,False,False,phishing
ncua.gov>,9,2,False,18,False,False,False,False,False,phishing
cuna.org>,9,2,False,1,False,False,False,False,False,phishing
ncua.gov>,9,2,False,1,False,False,False,False,False,phishing
cuna.org>,9,2,False,1,False,False,False,False,False,phishing
email.paypal.com>,17,3,False,5,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
server-update.us>,17,3,False,3,False,False,False,False,False,phishing
amazon.com,10,1,False,1,False,False,False,False,False,phishing
ncua.gov>,9,2,False,19,False,False,False,False,False,phishing
ncua.gov>,9,2,False,18,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
winners.winningdaily.com>,25,3,False,0,False,False,False,False,False,phishing
sweepsrewards.com>,18,2,False,0,False,False,False,False,False,phishing
ebay.com>,9,2,False,13,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
southtrust.com>,15,2,False,1,False,False,False,False,False,phishing
PayPal.com>,11,2,False,3,False,True,False,False,False,phishing
eBay.com>,9,2,False,12,False,True,False,False,False,phishing
keybank.com>,12,2,False,8,False,False,False,False,False,phishing
keybank.com>,12,2,False,8,False,False,False,False,False,phishing
email.paypal.com>,17,3,False,4,False,False,False,False,False,phishing
ebay.com>,9,2,False,2,False,False,False,False,False,phishing
regions.com>,12,2,False,7,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,13,False,False,False,False,False,phishing
ebay.com>,9,2,False,2,False,False,False,False,False,phishing
impr-mx.com>,12,3,False,7,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,True,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
ebay.com>,9,2,False,13,False,False,False,False,False,phishing
vrbank.de>,10,2,False,1,False,False,False,False,False,phishing
winners.winningdaily.com>,25,3,False,0,False,False,False,False,False,phishing
southtrust.com>,15,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
ebay.com>,9,2,False,13,False,True,False,False,False,phishing
finzioni.com,12,1,False,2,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,4,False,False,False,False,False,phishing
ncua.gov>,9,2,False,2,False,True,False,False,False,phishing
ncua.gov>,9,2,False,2,False,True,False,False,False,phishing
ebay.com>,9,2,False,1,False,True,False,False,False,phishing
eBay.com>,9,2,False,3,False,True,False,False,False,phishing
eBay.com>,9,2,False,3,False,True,False,False,False,phishing
eBay.com>,9,2,False,3,False,True,False,False,False,phishing
paypal.com>,11,2,False,1,False,True,False,False,False,phishing
ebay.com>,9,2,False,2,False,False,False,False,False,phishing
lasallebank.com>,16,2,False,1,False,True,False,False,False,phishing
ebay.com>,9,2,False,2,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,True,False,False,False,phishing
lasallebank.com>,16,2,False,1,False,False,False,False,False,phishing
ncua.gov>,9,2,False,2,False,True,False,False,False,phishing
email.paypal.com>,17,3,False,1,False,False,False,False,False,phishing
postbank-de.com>,16,3,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,6,False,True,False,False,False,phishing
eBay.com>,9,2,False,12,False,True,False,False,False,phishing
eBay.com>,9,2,False,12,False,True,False,False,False,phishing
sweepsrewards.com>,18,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,12,False,True,False,False,False,phishing
ebay.com,8,1,False,4,False,False,False,False,False,phishing
ebay.com>,9,2,False,2,False,False,False,False,False,phishing
reply3.ebay.com>,16,3,False,7,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
bancomer.com.mx>,16,3,False,2,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
eBay.com>,9,2,False,0,False,False,False,False,False,phishing
southtrust.com>,15,2,False,1,False,True,False,False,False,phishing
ebay.com>,9,2,False,5,False,False,False,False,False,phishing
info-mrktng.com>,16,3,False,6,False,False,False,False,False,phishing
ebay.com>,9,2,False,3,False,False,False,False,False,phishing
erms-02.wamu.com>,17,4,False,5,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
wamu.com>,9,2,False,4,False,False,False,False,False,phishing
huntington.com>,15,2,False,6,False,False,False,False,False,phishing
wamu.com>,9,2,False,1,False,False,False,False,False,phishing
wamu.com,8,1,False,0,False,False,False,False,False,phishing
wamu.com>,9,2,False,1,False,False,False,False,False,phishing
wamu.com>,9,2,False,1,False,False,False,False,False,phishing
erms-02.wamu.com>,17,4,False,5,False,False,False,False,False,phishing
paypal.com,10,1,False,1,False,False,False,False,False,phishing
huntington.com>,15,2,False,6,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
citizensbank.com>,17,2,False,5,False,False,False,False,False,phishing
huntington.com>,15,2,False,5,False,False,False,False,False,phishing
wamu.com>,9,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
ebay.com>,9,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
ebay.com>,9,2,False,8,False,False,False,False,False,phishing
eBay.com>,9,2,False,29,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
wamu.com>,9,2,False,1,False,False,False,False,False,phishing
paypal.com>,11,2,False,3,False,False,False,False,False,phishing
key.com>,8,2,False,6,False,False,False,False,False,phishing
huntington.com>,15,2,False,5,False,False,False,False,False,phishing
PayPal.com>,11,2,False,21,False,False,False,False,False,phishing
PayPal.com>,11,2,False,21,False,False,False,False,False,phishing
paypal.com>,11,2,False,1,False,False,False,False,False,phishing
